Status,Progress,Duration..in.seconds.,Finished,RecordedDate,TV,Geslacht,Geslacht_4_TEXT,Leeftijd,Opleiding,Opleiding_11_TEXT,Nationaliteit,Nationaliteit_2_TEXT,Moedertaal,Moedertaal_2_TEXT,Sound_check,timerfiller_First.Click,timerfiller_Last.Click,timerfiller_Page.Submit,timerfiller_Click.Count,timermisinfo_First.Click,timermisinfo_Last.Click,timermisinfo_Page.Submit,timermisinfo_Click.Count,Attentioncheck1,misinfofamiliarity1_1,misinfofamiliarity2_1,timergeencorrectie_First.Click,timergeencorrectie_Last.Click,timergeencorrectie_Page.Submit,timergeencorrectie_Click.Count,timerregular_First.Click,timerregular_Last.Click,timerregular_Page.Submit,timerregular_Click.Count,timersatire_First.Click,timersatire_Last.Click,timersatire_Page.Submit,timersatire_Click.Count,Attentioncheck4,characteristics_1,characteristics_2,characteristics_3,characteristics_4,characteristics_5,characteristics_6,characteristics_7,correctiefam1_1,correctiefam2_1,discountingsatire_1,discountingsatire_2,discountingsatire_3,discountingregfiller_1,discountingregfiller_2,discountingregfiller_3,Veracity_1,mispercepties_1,mispercepties_2,mispercepties_3,mispercepties_4,attnatu_1,attnatu_2,attnatu_3,atthormo_1,atthormo_2,atthormo_3,involvement_1,involvement_2,involvement_3,sourcelikingGC_1,sourcelikingGC_2,sourcelikingGC_3,sourcelikingREG_1,sourcelikingREG_2,sourcelikingREG_3,sourcelikingSAT_1,sourcelikingSAT_2,sourcelikingSAT_3,vertrouwen_1,vertrouwen_2,vertrouwen_3,vertrouwen_4,vertrouwen_5,TikTokgebruik,gezondheidTT1_1,gezondheidTT2_1,gezondheidTT3_1,Religie_1,ACgebruik_1,ACgebruik_2,ACgebruik_3,ACgebruik_4,ACgebruik_5,ACgebruik_6,ACgebruik_7,ACgebruik_8,ACgebruik_9,ACgebruik_10,ACgebruik_11,ACgebruik_12,ACgebruik_13,ACgebruik_14,ACgebruik_15,ACgebruik_16,ACgebruik_17,ACgebruik_18,ACgebruik_19,ACgebruik_18_TEXT,Relatie,Relatie_4_TEXT,Zwanger,Conditie
0,36,616,0,7/14/24 6:25,1,1,,27,5,,1,,1,,7,0,0,195.559,0,,,,,"Dansen, makeup en opruimen ",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,25,34,0,7/14/24 6:30,1,1,,29,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,25,33,0,7/14/24 6:34,1,1,,26,10,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,35,0,7/14/24 7:01,1,1,,21,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,56,0,7/14/24 7:12,1,1,,31,3,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,36,561,0,7/14/24 7:13,1,1,,33,5,,1,,1,,7,115.94,116.556,193.17,2,,,,,"Keukeninrichting, dansen, makeup",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,20,144,0,7/14/24 7:15,1,1,,20,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,25,92,0,7/14/24 7:17,1,1,,32,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,49,577,0,7/14/24 7:23,1,1,,29,5,,1,,1,,7,,,,,0,0,182.509,0,Over de menstruatiecylus en de nadelen van het gebruik van anticonceptie mbt hormonen,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,20,196,0,7/14/24 7:48,1,1,,25,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,25,29,0,7/14/24 7:50,1,1,,26,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,20,34,0,7/14/24 7:58,1,1,,35,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,43,276,0,7/14/24 8:03,1,1,,20,8,,1,,1,,7,,,,,45.708,152.462,174.276,3,Over de pil,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,40,0,7/14/24 8:30,1,1,,29,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,25,57,0,7/14/24 8:30,1,1,,19,2,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,13,31,0,7/14/24 8:36,1,1,,34,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,64,0,7/14/24 8:51,1,1,,26,7,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,25,50,0,7/14/24 8:52,1,1,,20,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,25,122,0,7/14/24 8:54,1,1,,31,9,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,43,270,0,7/14/24 9:10,1,1,,23,5,,1,,1,,7,,,,,2.396,175.191,175.554,4,Gevolgen van de pil,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,20,44,0,7/14/24 9:12,1,1,,27,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,13,836,0,7/14/24 9:24,1,1,,35,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,28,0,7/14/24 9:33,1,1,,19,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,45,0,7/14/24 9:35,1,1,,26,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,20,75,0,7/14/24 9:47,1,1,,18,2,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,25,203,0,7/14/24 10:05,1,1,,18,4,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,36,236,0,7/14/24 10:18,1,1,,30,5,,1,,1,,7,,,,,81.519,156.083,190.799,4,anti conceptie,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,13,23,0,7/14/24 10:23,1,1,,28,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,46,0,7/14/24 10:26,1,1,,22,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,13,18,0,7/14/24 10:36,1,1,,23,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,43,274,0,7/14/24 10:42,1,1,,22,9,,1,,1,,7,,,,,146.023,146.023,186.44,1,Menstruatie en anyiconceptie,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,20,108,0,7/14/24 10:48,1,1,,18,4,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,49,290,0,7/14/24 10:56,1,1,,25,6,,1,,1,,7,,,,,175.528,175.528,177.199,1,Anticonceptie,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,20,145,0,7/14/24 11:01,1,1,,31,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,36,293,0,7/14/24 11:03,1,1,,21,3,,1,,1,,7,,,,,0,0,174.651,0,Het gevaar van anticoncepti middelen,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,43,632,0,7/14/24 11:07,1,1,,28,5,,1,,1,,7,,,,,36.141,77.633,206.782,3,De anticonceptiepil vermindert de kans op vruchtbaarheid en is kankerverwekkend,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,68,0,7/14/24 11:16,1,1,,18,4,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,20,187,0,7/14/24 11:16,1,1,,28,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,49,227,0,7/14/24 11:44,1,1,,21,5,,1,,1,,7,,,,,18.674,18.674,175.451,1,Anticonceptie ,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,25,41,0,7/14/24 11:53,1,1,,27,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,76,0,7/14/24 12:00,1,1,,19,4,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,25,73,0,7/14/24 12:11,1,1,,31,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,20,62,0,7/14/24 12:42,1,1,,34,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,43,274,0,7/14/24 12:47,1,1,,32,8,,1,,1,,7,,,,,48.284,177.653,179.111,6,Anticonceptie en de nadelen,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,46,0,7/14/24 12:49,1,1,,32,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,25,204,0,7/14/24 13:00,1,1,,32,9,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,25,41,0,7/14/24 13:06,1,1,,32,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,20,25,0,7/14/24 13:13,1,1,,20,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,25,80,0,7/14/24 13:26,1,1,,23,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,25,41,0,7/14/24 13:28,1,1,,24,7,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,25,122,0,7/14/24 13:36,1,1,,27,4,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,28,226,0,7/14/24 13:39,1,1,,25,5,,1,,1,,7,,,,,190.881,191.762,192.879,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,36,262,0,7/14/24 13:53,1,1,,22,5,,1,,1,,7,68.329,131.44,197.235,2,,,,,"Inrichten, dansen en opmaken",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,25,32,0,7/14/24 14:01,1,1,,24,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,25,36,0,7/14/24 14:11,1,1,,25,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,49,1383,0,7/14/24 14:12,1,1,,32,5,,1,,1,,7,,,,,143.125,143.125,528.647,1,Zwanger raken,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,13,29,0,7/14/24 14:21,1,1,,23,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,43,1550,0,7/14/24 14:22,1,1,,27,5,,1,,1,,7,,,,,25.488,331.543,332.409,22,Over de bijwerkingen vab het gebruiken van de pil,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,13,157,0,7/14/24 14:22,1,1,,19,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,35,0,7/14/24 14:22,1,1,,20,3,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,20,43,0,7/14/24 15:16,1,1,,33,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,13,40,0,7/14/24 15:28,1,1,,20,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,39,0,7/14/24 15:30,1,1,,30,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,43,0,7/14/24 15:32,1,1,,20,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misinfo
0,25,72,0,7/14/24 15:48,1,1,,31,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,36,580,0,7/14/24 15:53,1,1,,35,5,,1,,1,,7,138.072,194.152,195.181,18,,,,,"Ordenen, dansje en make-up ",7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,49,264,0,7/14/24 16:33,1,1,,23,5,,1,,1,,7,,,,,66.923,66.923,176.933,1,Anticonceptie ,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,25,40,0,7/14/24 16:37,1,1,,30,2,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,37,0,7/14/24 16:54,1,1,,22,3,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,43,360,0,7/14/24 18:22,1,1,,30,5,,1,,1,,7,,,,,0,0,192.611,0,De gevaren van de anticonceptiepil en de alternatieven ,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,67,0,7/14/24 20:48,1,1,,25,6,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,20,26,0,7/14/24 23:56,1,1,,23,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,49,244,0,7/15/24 0:45,1,1,,34,5,,1,,1,,7,,,,,192.787,192.787,194.242,1,Anticonceptie,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,36,373,0,7/15/24 0:52,1,1,,27,6,,1,,1,,7,98.261,98.261,255.214,1,,,,,"Keukenkast efficiënt indelen, een dansje, klaarmaken voor concert van Jason Derulo",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
0,49,231,0,7/15/24 1:50,1,1,,21,5,,1,,1,,7,,,,,1.288,1.288,175.9,1,Anticonceptie ,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,3,1303,0,7/15/24 1:51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,43,231,0,7/15/24 1:56,1,1,,19,8,,1,,1,,7,,,,,126.297,153.869,174.825,2,Over van alles,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,25,54,0,7/15/24 2:17,1,1,,31,9,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,3,846,0,7/15/24 3:01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,955,1,7/15/24 3:31,1,1,,18,4,,1,,1,,7,,,,,0,0,210.685,0,De schadelijkheid van anticonceptie ,1,1,0,0,359.18,0,,,,,,,,,Snelkook pasta,7,7,6,7,6,3,6,1,1,,,,5,5,2,6,4,6,5,3,5,5,5,3,4,5,4,5,5,4,5,4,,,,,,,6,4,5,3,5,8,4,5,4,5,1,,,,,,,,,,,,,,,,,,,,1,,2,misinfo
0,25,29,0,7/15/24 3:59,1,1,,19,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular
0,13,17,0,7/15/24 4:00,1,1,,25,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,986,1,7/15/24 4:02,1,1,,27,6,,1,,1,,7,204.7,204.7,205.407,1,,,,,"Kruidenpotjes, een dans challenge en klaarmaken voor een concert van Jason Derulo",1,4,0,0,360.254,0,,,,,,,,,Snelkokende pasta ,7,7,7,7,7,4,7,1,1,,,,4,4,4,6,4,6,5,5,5,5,5,6,3,3,4,6,2,4,4,5,,,,,,,5,2,1,2,1,8,4,4,4,4,,1,,,,,,,,,,,,,,,,,,,3,,2,control
0,100,735,1,7/15/24 4:41,1,1,,31,6,,1,,1,,7,,,,,0,0,174.532,0,anticonceptie,1,1,0,0,382.109,0,,,,,,,,,vlugkokende pasta,6,6,7,7,7,5,7,5,5,,,,2,2,4,1,1,1,6,4,1,1,1,7,7,7,1,1,1,7,7,7,,,,,,,6,2,6,2,5,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,3,,2,misinfo
0,100,90,1,7/15/24 4:54,1,1,,24,4,,1,,2,Duits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,1198,1,7/15/24 5:01,1,1,,19,3,,1,,1,,7,88.699,88.699,490.711,1,,,,,"productreclame, een dansje en een soort van vlog",6,6,0,0,359.217,0,,,,,,,,,productinformatie,6,6,7,7,6,4,6,1,2,,,,2,6,4,5,2,2,6,6,4,4,4,6,4,4,2,2,2,6,6,6,,,,,,,6,4,5,4,3,2,1,5,4,1,,1,,,,,,,,,,,,,,,,,,,3,,2,control
0,25,112,0,7/15/24 5:12,1,1,,31,5,,1,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satire
0,100,30,1,7/15/24 5:39,1,3,,27,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
